記号,希少性スコア,5件以下カテゴリ数,文字数,文長頑健zスコア,希少性上位1%,|文長z|≥3.5,確認候補
20障16,23.873082054988622,0,104,1.1466342911102119,False,False,False
2020障393,23.85147056249334,0,72,0.06744907594765952,False,False,False
17障162,23.837209824611847,0,62,-0.26979630379063807,False,False,False
2020障241,23.82618522830249,0,87,0.5733171455551059,False,False,False
2023障274,23.817695546540804,0,111,1.3827060569270202,False,False,False
23障380,23.813650315352156,0,82,0.40469445568595713,False,False,False
18障50,23.811962015101575,0,80,0.3372453797382976,False,False,False
17障398,23.780651096108013,0,52,-0.6070416835289357,False,False,False
27障412,23.755300542332417,0,59,-0.3709699177121274,False,False,False
22障463,23.75416430000692,0,35,-1.1803588290840417,False,False,False
2021障34,23.7261619777725,0,99,0.9780116012410631,False,False,False
21障440,23.715136977714884,0,73,0.10117361392148928,False,False,False
28障37,23.71120281387021,0,47,-0.7756643733980845,False,False,False
22障457,23.703263764529193,0,62,-0.26979630379063807,False,False,False
27障221,23.703161242586322,0,78,0.26979630379063807,False,False,False
17障35,23.700131876300865,0,45,-0.8431134493457441,False,False,False
24障411,23.696093088621637,0,76,0.20234722784297857,False,False,False
20障463,23.69176477758979,0,46,-0.8093889113719143,False,False,False
27障8,23.687156949485125,0,80,0.3372453797382976,False,False,False
25障13,23.681970535008652,0,55,-0.5058680696074465,False,False,False
23障11,23.679342412602388,0,63,-0.23607176581680833,False,False,False
17障48,23.677658536608472,0,54,-0.5395926075812761,False,False,False
17障432,23.67215108914173,0,42,-0.9442870632672333,False,False,False
17障435,23.671950277403685,0,51,-0.6407662215027655,False,False,False
19障492,23.66717635617955,0,72,0.06744907594765952,False,False,False
22障292,23.65366558250285,0,88,0.6070416835289357,False,False,False
18障473,23.62632736251365,0,107,1.2478079050317012,False,False,False
27障23,23.625765986200058,0,79,0.30352084176446786,False,False,False
26障386,23.62218377054726,0,97,0.9105625252934035,False,False,False
22障458,23.610321244548008,0,54,-0.5395926075812761,False,False,False
23障329,23.60172111707266,1,88,0.6070416835289357,False,False,False
25障29,23.60117873612724,0,160,3.0352084176446787,False,False,False
29障11,23.593725583345616,0,173,3.4736274113044656,False,False,False
21障50,23.577530896560297,0,104,1.1466342911102119,False,False,False
18障329,23.563122372366603,0,75,0.1686226898691488,False,False,False
2019障360,23.558101869469606,0,38,-1.0791852151625523,False,False,False
29障397,23.556922037734864,0,40,-1.011736139214893,False,False,False
2022障37,23.536716808151592,0,96,0.8768379873195737,False,False,False
22障435,23.535952303107855,0,121,1.719951436665318,False,False,False
2019障35,23.5319305607186,0,54,-0.5395926075812761,False,False,False
30障33,23.49866653895583,0,74,0.13489815189531904,False,False,False
2023障307,23.495922468181156,0,65,-0.1686226898691488,False,False,False
30障395,23.493258348452414,0,57,-0.43841899365978687,False,False,False
20障457,23.48819278813643,0,65,-0.1686226898691488,False,False,False
17障399,23.486503117174742,0,111,1.3827060569270202,False,False,False
26障36,23.483887944859717,0,91,0.708215297450425,False,False,False
28障36,23.461768448446872,0,125,1.8548495885606369,False,False,False
2021障32,23.446551208128973,0,85,0.5058680696074465,False,False,False
20障454,23.445329588250733,0,69,-0.03372453797382976,False,False,False
20障15,23.438140183042698,0,99,0.9780116012410631,False,False,False
30障18,23.423377673588988,0,61,-0.30352084176446786,False,False,False
21障157,23.419478801161382,0,128,1.9560232024821262,False,False,False
22障464,23.407888063289086,0,76,0.20234722784297857,False,False,False
18障501,23.40369352443632,0,83,0.43841899365978687,False,False,False
28障372,23.392434982863325,0,81,0.3709699177121274,False,False,False
20障404,23.377885878453302,0,93,0.7756643733980845,False,False,False
23障359,23.37457518778471,0,28,-1.41643059490085,False,False,False
19障135,23.37277424689093,1,39,-1.0454606771887227,False,False,False
23障372,23.362332470711625,0,157,2.9340348037231894,False,False,False
27障397,23.352138464131635,0,44,-0.8768379873195737,False,False,False
21障438,23.347815972315118,0,94,0.8093889113719143,False,False,False
18障461,23.321258660226913,0,62,-0.26979630379063807,False,False,False
2022障150,23.30736145735482,0,129,1.9897477404559558,False,False,False
27障418,23.28733223238285,0,61,-0.30352084176446786,False,False,False
2019障361,23.27562738836397,0,59,-0.3709699177121274,False,False,False
18障36,23.272782294818416,0,135,2.1920949682989344,False,False,False
24障383,23.26440025624115,0,60,-0.3372453797382976,False,False,False
22障170,23.26340764235831,0,122,1.7536759746391475,False,False,False
17障297,23.257763101256828,0,57,-0.43841899365978687,False,False,False
27障405,23.233949033090493,0,106,1.2140833670578715,False,False,False
28障371,23.230995645367962,0,52,-0.6070416835289357,False,False,False
20障297,23.2291085707557,0,42,-0.9442870632672333,False,False,False
24障4,23.216003118061415,0,116,1.551328746796169,False,False,False
